DEPT,AHT10,AHT20,AHT30,AHT60,AHT90,AHTCO60,AHTCO90,DPHZ,DSOZ,DT,GR,HAZI,HCAL,HDRA,HMIN,HMNO,HTEM,ITT,NPOR,PEFZ,RSOZ,RXOZ,SDEV,SP,SPHI,RHOZ,TOP
4597,7.9865,8.075,8.1009,8.1971,8.1565,121.9949,122.6012,0.1486,0.297,98.7544,47.596,127.0779,6.3311,0.0047,6.4505,6.0743,88.9621,0.005,0.3973,4.9704,0.0839,8.896,3.5462,2.8125,0.2969,2.4049,NELCHINA
4596.5,7.8787,7.9434,7.9325,7.9791,7.9045,125.3274,126.5101,0.1593,0.2933,98.7544,48.7412,127.1794,6.4113,0.0054,5.6223,5.3873,88.9621,0.005,0.3866,5.2231,0.0797,9.2741,3.5485,4.6875,0.2969,2.3872,NELCHINA
4596,8.057,8.1301,8.1263,8.2859,8.2343,120.6869,121.4425,0.1836,0.2099,98.7544,48.3197,127.2994,6.5182,-0.0028,7.1617,6.5694,88.9621,0.0051,0.3891,5.3291,0.0695,8.8895,3.5531,4.375,0.2969,2.347,NELCHINA
4595.5,8.3347,8.3057,8.3316,8.4511,8.4239,118.3282,118.7099,0.1878,0.1502,98.7544,48.1205,127.2245,6.4571,0.0022,6.4676,5.8818,88.9621,0.0051,0.3791,5.1822,0.0453,9.027,3.5554,5.375,0.2969,2.3402,NELCHINA
4595,8.1492,8.2125,8.2337,8.3607,8.3526,119.6065,119.7236,0.1844,0.1625,98.7544,46.8719,127.3012,6.4647,0.0099,6.2299,5.5861,88.9621,0.0052,0.392,4.9609,0.0218,8.439,3.5633,5.3125,0.2969,2.3458,NELCHINA
4594.5,7.7758,7.9121,7.9555,8.0694,8.0925,123.9244,123.572,0.1833,0.2127,98.7544,47.596,127.34,6.4686,0.0117,6.6031,5.8345,88.9621,0.0052,0.4082,4.8345,0,8.0236,3.5607,5.5625,0.2969,2.3476,NELCHINA
4594,7.6661,7.8998,7.8704,7.9816,8.031,125.2879,124.5173,0.1667,0.2656,98.7544,46.768,127.3794,6.4571,0.0128,6.1241,5.4122,88.9621,0.0053,0.4032,4.8098,0,8.3548,3.5656,5.5625,0.2969,2.3749,NELCHINA
4593.5,7.7701,7.9611,7.9309,8.0017,8.1082,124.9729,123.3321,0.1516,0.3194,98.7544,48.8371,127.4219,6.4571,0.0116,7.0065,6.1901,88.9621,0.0053,0.375,4.8272,0.0138,8.3886,3.5709,4.75,0.2969,2.3999,NELCHINA
4593,7.5248,7.7027,7.6949,7.7453,7.9244,129.1107,126.1928,0.1579,0.3336,98.7544,49.1474,127.4675,6.4686,0.0092,6.0919,5.5478,88.9621,0.0054,0.3947,4.9188,0.0491,8.2546,3.5753,5.1875,0.2969,2.3895,NELCHINA
4592.5,7.0784,7.2504,7.2867,7.3535,7.5152,135.9901,133.0636,0.1696,0.3104,98.7544,54.633,127.4831,6.4876,0.0067,5.3137,4.9023,88.9621,0.0054,0.4235,4.9652,0.0625,7.8692,3.5811,4.875,0.2969,2.3702,NELCHINA
4592,6.9938,7.2389,7.215,7.343,7.4693,136.1835,133.8821,0.1728,0.2715,98.7544,54.4261,127.5598,6.4418,0.0095,6.2661,5.6592,88.9621,0.0055,0.4282,4.9088,0.0399,8.0427,3.5787,4.5,0.2969,2.3649,NELCHINA
4591.5,7.2035,7.3888,7.4765,7.6389,7.8238,130.9092,127.8159,0.176,0.2581,98.7525,52.5711,127.5858,6.4113,0.0069,6.3872,5.7166,88.9621,0.0055,0.4218,4.8428,0.0486,7.7596,3.581,5.3125,0.2969,2.3595,NELCHINA
4591,7.2753,7.603,7.6692,7.8522,8.0912,127.3532,123.5917,0.1925,0.2458,98.7546,46.8713,127.6077,6.4571,0.0026,5.0483,4.685,88.9621,0.0056,0.4334,4.8664,0.0542,7.7362,3.5787,4.3125,0.2969,2.3324,NELCHINA
4590.5,7.2552,7.7674,7.8156,8.0279,8.323,124.565,120.149,0.2109,0.2276,98.7505,47.8103,127.7305,6.4266,-0.0049,5.9695,5.3983,88.9621,0.0056,0.4224,4.9683,0.0627,7.5104,3.588,5.375,0.2969,2.302,NELCHINA
4590,7.5019,7.8091,7.9159,8.1626,8.4622,122.51,118.1732,0.2128,0.2304,98.7583,50.6973,127.7337,6.4113,-0.0045,5.9981,5.3716,88.9621,0.0057,0.4105,5.0691,0.0302,7.7321,3.59,4.375,0.2969,2.2989,NELCHINA
4589.5,7.9161,8.1779,8.3879,8.6504,9.069,115.6019,110.2663,0.2155,0.2259,98.7606,51.1186,127.7076,6.4113,-0.003,5.7402,5.1097,88.9621,0.0057,0.4113,5.1146,0.0254,7.2873,3.5929,4.625,0.2969,2.2944,NELCHINA
4589,8.5699,8.7598,9.0257,9.3689,9.6203,106.7366,103.9469,0.2229,0.2082,98.7551,51.6927,127.7804,6.4113,-0.0044,5.4865,4.9177,88.9621,0.0058,0.4143,5.0151,0.0376,7.3743,3.5948,4,0.2969,2.2821,NELCHINA
4588.5,8.463,8.573,8.9447,9.3106,9.5332,107.4048,104.8969,0.2178,0.1896,98.7592,51.4399,127.7673,6.4113,-0.0026,5.7236,5.1531,88.9621,0.0058,0.4129,4.7961,0.0252,7.5932,3.5982,3.0625,0.2969,2.2906,NELCHINA
4588,8.225,8.279,8.5538,8.9323,8.9715,111.9539,111.4643,0.2054,0.2087,98.757,50.7314,127.7862,6.396,0.0045,6.3334,5.6028,88.9621,0.0059,0.4201,4.6177,0.0171,7.9432,3.596,4.3125,0.2969,2.3111,NELCHINA
4587.5,8.0862,8.2503,8.4864,8.7821,8.6854,113.8677,115.1358,0.1953,0.2306,98.7527,51.6884,127.8668,6.3655,0.0033,6.5472,5.8105,88.9621,0.0059,0.454,4.6026,0.0031,8.2921,3.598,3.75,0.2969,2.3278,NELCHINA
4587,8.5832,8.77,8.9595,9.1635,9.1757,109.128,108.9841,0.1872,0.2387,98.7567,51.0126,127.7964,6.354,0.0025,6.7784,6.0826,88.9621,0.006,0.417,4.6333,0.0248,9.3656,3.6028,5.1875,0.2969,2.3411,NELCHINA
4586.5,8.8121,9.4494,9.6198,9.7233,9.608,102.8454,104.0798,0.1759,0.2238,98.7555,51.093,127.8541,6.3197,-0.0058,8.6531,7.9402,88.9621,0.006,0.3825,4.5778,0.0265,10.2318,3.6013,4.4375,0.2969,2.3598,NELCHINA
4586,9.5677,9.878,9.9996,10.0643,9.6819,99.3612,103.2852,0.155,0.2324,98.7518,47.1633,127.8369,6.2968,-0.0055,8.629,7.6207,88.9621,0.0061,0.3407,4.4523,0.0083,11.9137,3.6079,4.875,0.2969,2.3942,NELCHINA
4585.5,9.0542,9.4153,9.4288,9.1472,8.9445,109.3227,111.8006,0.1279,0.2763,98.76,46.853,127.954,6.2968,-0.003,10.5186,9.3112,88.9621,0.0061,0.3322,4.4306,0.0175,12.056,3.6066,5.4375,0.2969,2.439,NELCHINA
4585,8.7487,8.9207,8.8404,8.6764,8.6662,115.2548,115.3905,0.1269,0.3104,98.7507,46.5426,128.0247,6.3197,-0.0045,8.5403,8.2228,88.9621,0.0062,0.3304,4.5827,0.05,11.6735,3.6034,5.5,0.2969,2.4407,NELCHINA
4584.5,8.249,8.5493,8.4687,8.3264,8.4956,120.0995,117.708,0.1409,0.3075,98.7605,47.4183,127.9386,6.396,-0.0065,6.3154,5.8651,88.9621,0.0062,0.3506,4.8105,0.066,8.8361,3.6091,5.75,0.2969,2.4175,NELCHINA
4584,7.9431,8.2733,8.2349,8.1887,8.5001,122.1193,117.6459,0.1681,0.271,98.7567,47.8402,128.058,6.3807,-0.0092,5.4485,4.883,88.9621,0.0063,0.3971,5.019,0.044,7.3865,3.6002,5,0.2969,2.3727,NELCHINA
4583.5,7.3384,7.5724,7.5903,7.5643,7.9057,132.2002,126.4912,0.1863,0.2281,98.7564,47.4264,127.9666,6.4037,-0.0102,5.3759,4.7575,88.9621,0.0063,0.4012,5.1637,0.0052,6.2664,3.6105,4.5,0.2969,2.3426,NELCHINA
4583,6.6245,6.7314,6.7125,6.806,7.0183,146.9296,142.4837,0.1911,0.2024,98.757,46.2582,128.0009,6.4113,-0.0069,4.569,4.042,88.9621,0.0064,0.4239,5.2693,0,5.9315,3.612,3.8125,0.2969,2.3347,NELCHINA
4582.5,6.5945,6.6574,6.6811,6.8413,6.9495,146.1707,143.8949,0.1922,0.2036,98.7543,43.1465,128.0523,6.4113,-0.0061,4.6933,4.1514,88.9621,0.0064,0.4691,5.3456,0,5.7256,3.6191,2.75,0.2969,2.3329,NELCHINA
4582,7.3545,7.3612,7.4737,7.6931,7.8706,129.9869,127.0554,0.1866,0.2195,98.762,44.6983,127.9779,6.4342,-0.0056,5.3238,4.7067,88.9621,0.0065,0.3998,5.4556,0,6.3399,3.614,4.3125,0.297,2.342,NELCHINA
4581.5,7.7631,7.848,7.9177,8.0859,8.2252,123.6713,121.5771,0.1824,0.2239,98.7611,47.4928,128.0051,6.4571,-0.0079,5.583,4.9352,88.9621,0.0065,0.3686,5.555,0,6.8558,3.6187,4.3125,0.297,2.349,NELCHINA
4581,7.8677,7.9945,8.1234,8.3428,8.4541,119.8637,118.2861,0.1705,0.2204,98.775,49.2797,128.0614,6.4342,-0.0074,5.9103,5.2237,88.9621,0.0066,0.3901,5.6025,0,7.6361,3.6178,5.8125,0.297,2.3686,NELCHINA
4580.5,7.9922,8.2632,8.3905,8.6025,8.6655,116.2453,115.4002,0.1599,0.2176,98.7795,48.7698,127.9765,6.3884,-0.0051,6.9091,6.1363,88.9621,0.0066,0.3534,5.5668,0.025,8.3584,3.6142,4.6875,0.2971,2.3862,NELCHINA
4580,8.2257,8.5602,8.6416,8.8269,8.8167,113.2904,113.4206,0.1613,0.2182,98.7001,48.4443,128.0242,6.2815,-0.0037,6.2716,5.9962,88.9621,0.0067,0.3593,5.5093,0.0602,9.4664,3.6202,5,0.2965,2.3839,NELCHINA
4579.5,8.6083,8.9728,9.0052,9.1649,9.1508,109.1123,109.2802,0.1672,0.2129,98.6659,46.554,128.0596,6.2968,-0.003,7.5916,7.0677,88.9621,0.0067,0.3921,5.3859,0.0547,10.5017,3.6258,4.5,0.2963,2.3741,NELCHINA
4579,8.9088,9.2365,9.339,9.4926,9.5533,105.3453,104.6755,0.1435,0.2468,98.6245,47.4828,127.9075,6.3197,0.0094,9.4069,8.4902,88.9621,0.0068,0.4057,5.2235,0.0321,12.4259,3.6258,4.375,0.296,2.4132,NELCHINA
4578.5,8.7015,9.012,9.1027,9.1121,9.1826,109.7444,108.9011,0.1334,0.2839,98.5465,45.1104,128.0714,6.2968,0.0104,9.118,8.3776,88.9621,0.0068,0.3687,5.1835,0.0625,10.3733,3.6261,4.4375,0.2955,2.4299,NELCHINA
4578,8.1979,8.4727,8.5228,8.5311,8.6312,117.2185,115.8582,0.1417,0.2829,98.3103,46.9726,128.0199,6.312,0.0065,5.1154,4.9354,88.9621,0.0069,0.4014,5.3223,0.0722,8.5585,3.627,3.8125,0.2938,2.4162,NELCHINA
4577.5,7.7122,7.9125,7.962,8.1403,8.2703,122.8452,120.9146,0.174,0.2055,98.2279,45.2158,128.0639,6.3998,-0.005,5.6599,5.0319,88.9621,0.0069,0.422,5.4527,0.0531,7.4138,3.6259,5.3125,0.2932,2.3628,NELCHINA
4577,7.4408,7.6505,7.7176,7.9775,8.2211,125.3531,121.6382,0.1854,0.1232,98.2421,44.861,127.971,6.3884,-0.0043,6.4307,5.6825,88.9621,0.007,0.4045,5.328,0.013,8.0514,3.6293,5.8125,0.2933,2.3441,NELCHINA
4576.5,7.1589,7.3622,7.4392,7.6431,7.9412,130.8362,125.9256,0.1805,0.1104,98.2281,45.7921,127.9071,6.3807,-0.0015,6.3895,5.7393,88.9621,0.007,0.4004,5.0502,0.0215,7.9576,3.634,5.6875,0.2933,2.3521,NELCHINA
4576,6.8493,7.128,7.2889,7.4814,7.743,133.6648,129.1492,0.177,0.1606,96.9087,47.105,127.9171,6.3655,-0.0037,5.3717,4.8026,88.9621,0.0071,0.4094,4.8534,0.0316,7.3987,3.6312,6.0625,0.2841,2.3579,NELCHINA
4575.5,6.9707,7.1789,7.3356,7.5246,7.8162,132.8978,127.9396,0.168,0.2336,95.9564,50.9049,127.8817,6.3349,-0.0048,5.1953,4.6118,88.9621,0.0071,0.4111,4.8693,0.0168,7.5632,3.6394,6.25,0.2775,2.3727,NELCHINA
4575,7.3616,7.4948,7.6334,7.8635,8.1095,127.1693,123.3116,0.1669,0.2574,95.6307,48.486,127.8509,6.3426,-0.0063,6.8756,6.139,88.9621,0.0072,0.3569,4.987,0.0254,8.1945,3.6374,6.5625,0.2752,2.3747,NELCHINA
4574.5,7.4873,7.5813,7.7476,7.9618,8.1717,125.5995,122.3732,0.1649,0.2478,95.7858,46.5924,127.8569,6.3655,-0.0049,6.6109,6.0271,88.9621,0.0072,0.3756,5.0766,0.0283,8.9273,3.6392,5.75,0.2763,2.3779,NELCHINA
4574,7.5189,7.6522,7.8394,8.067,8.2108,123.9612,121.7906,0.1702,0.2192,96.1794,45.617,127.7631,6.3197,-0.0048,6.065,5.4355,88.9621,0.0073,0.3907,5.1196,0.0337,8.134,3.6377,5.4375,0.279,2.3691,NELCHINA
4573.5,7.7256,7.8762,8.075,8.2175,8.307,121.692,120.38,0.1744,0.2022,96.9198,47.5186,127.8023,6.3197,-0.0045,6.1843,5.5042,88.9621,0.0073,0.3738,5.0959,0.012,8.2484,3.6467,4.6875,0.2842,2.3623,NELCHINA
4573,7.9957,8.1554,8.3069,8.557,8.4964,116.8641,117.6973,0.1847,0.2037,97.6158,48.4028,127.6495,6.3578,-0.006,6.96,6.1491,88.9621,0.0073,0.3653,5.092,0.0062,8.3862,3.6428,5.125,0.289,2.3453,NELCHINA
4572.5,7.7174,7.8587,7.9467,8.1562,8.0572,122.606,124.1126,0.1978,0.2133,98.086,47.6993,127.6291,6.3655,-0.007,6.4086,5.675,88.9621,0.0074,0.3787,5.0955,0.0037,8.1463,3.647,5.5625,0.2923,2.3236,NELCHINA
4572,7.2948,7.4568,7.5227,7.7866,7.6569,128.4256,130.602,0.2042,0.2258,99.5093,46.9224,127.6581,6.3578,-0.0062,5.7865,5.1338,88.9621,0.0074,0.4003,5.1087,0.0078,7.5927,3.6521,5.3125,0.3021,2.313,NELCHINA
4571.5,7.055,7.2933,7.3968,7.5907,7.5465,131.7402,132.5115,0.1962,0.1579,100.0204,46.0948,127.6598,6.3426,-0.002,5.569,4.946,88.9621,0.0075,0.3857,5.0022,0.0201,7.6911,3.6499,5.875,0.3057,2.3263,NELCHINA
4571,7.1699,7.4056,7.4811,7.6643,7.6412,130.4744,130.8687,0.1909,0.0962,99.9455,44.0756,127.5642,6.3273,-0.0017,6.6382,5.9292,88.9621,0.0075,0.392,5.0629,0.0367,8.123,3.6526,4.625,0.3052,2.3351,NELCHINA
4570.5,7.3763,7.6478,7.6798,7.8313,7.864,127.6926,127.1617,0.1848,0.0488,99.5106,41.5481,127.6092,6.3426,-0.002,7.0051,6.3839,88.9621,0.0076,0.4092,5.2188,0.0479,8.4318,3.6521,5.3125,0.3022,2.3451,NELCHINA
4570,7.5699,7.6975,7.752,7.898,7.9397,126.6145,125.9488,0.1842,0.0795,99.4999,42.6536,127.4712,6.3655,-0.004,5.9984,5.4553,88.9621,0.0076,0.4216,5.4344,0.0431,8.2965,3.66,6.25,0.3021,2.3461,NELCHINA
4569.5,7.3625,7.3607,7.4295,7.5753,7.6808,132.0087,130.1955,0.1785,0.111,99.588,43.2054,127.4579,6.3655,-0.0028,6.5356,5.8424,88.9621,0.0077,0.4114,5.415,0.0221,8.1272,3.6631,5.4375,0.3027,2.3555,NELCHINA
4569,7.2173,7.1434,7.2152,7.3565,7.4339,135.9342,134.5192,0.1811,0.1456,99.3582,44.1369,127.4709,6.3655,-0.003,6.4598,5.7789,88.9621,0.0077,0.4015,5.2796,0.0222,8.2103,3.6683,5,0.3011,2.3512,NELCHINA
4568.5,7.2844,7.2118,7.3026,7.4508,7.4796,134.2134,133.697,0.1883,0.1917,99.2198,42.4108,127.3556,6.3426,-0.004,5.9136,5.2937,89.1418,0.0078,0.4408,5.1329,0.0279,7.8819,3.6704,4.1875,0.3001,2.3393,NELCHINA
4568,7.228,7.2763,7.3379,7.5218,7.4733,132.9461,133.8092,0.1978,0.2168,99.1,42.6361,127.3516,6.3426,-0.0059,6.0099,5.3538,89.1418,0.0078,0.4472,5.05,0.0179,7.6602,3.6726,4.6875,0.2993,2.3237,NELCHINA
4567.5,7.1734,7.3018,7.3458,7.5592,7.4385,132.2889,134.4358,0.2027,0.2075,99.1782,42.4226,127.347,6.3426,-0.0068,6.0234,5.3353,89.1418,0.0079,0.4318,5.0962,0.0023,7.583,3.6783,4.125,0.2998,2.3155,NELCHINA
4567,7.1412,7.2775,7.2904,7.541,7.3265,132.6088,136.4911,0.2044,0.1618,99.5369,43.5606,127.2456,6.3349,-0.0067,5.817,5.1415,88.9621,0.0079,0.4393,5.2107,0,7.1141,3.6808,3.6875,0.3023,2.3128,NELCHINA
4566.5,7.1353,7.3309,7.3113,7.5297,7.3721,132.808,135.6464,0.2039,0.1117,99.5347,42.5256,127.3043,6.3426,-0.0051,5.282,4.6699,89.3214,0.008,0.4249,5.2114,0,6.8291,3.6835,4.8125,0.3023,2.3136,NELCHINA
4566,7.3093,7.5159,7.4824,7.6864,7.5023,130.0995,133.2926,0.197,0.1085,99.7002,41.698,127.2202,6.3426,-0.0006,5.6261,4.9733,89.3214,0.008,0.4159,5.1166,0,7.1855,3.6903,4.6875,0.3035,2.3249,NELCHINA
4565.5,7.5375,7.7132,7.7275,7.9551,7.8152,125.7052,127.9559,0.1967,0.121,99.916,41.6014,127.3007,6.3426,-0.0003,7.0927,6.2932,89.3214,0.0081,0.4286,5.1101,0.0196,8.0676,3.6975,6,0.305,2.3255,NELCHINA
4565,7.4821,7.6451,7.6957,7.8641,7.826,127.1595,127.7798,0.1937,0.157,100.4654,41.6984,127.2303,6.3426,-0.0008,6.1158,5.6141,89.3214,0.0081,0.421,5.31,0.0355,8.3975,3.6938,4.875,0.3088,2.3304,NELCHINA
4564.5,7.2627,7.4187,7.4897,7.7564,7.6174,128.9253,131.279,0.1989,0.159,101.0066,41.9115,127.2811,6.3349,-0.0046,5.9419,5.3091,89.3214,0.0082,0.4207,5.544,0.0499,7.3263,3.6992,6.1875,0.3125,2.3218,NELCHINA
4564,7.1104,7.2056,7.2855,7.5798,7.461,131.9302,134.0299,0.2023,0.1634,101.0298,39.8355,127.2792,6.312,-0.006,4.9982,4.4515,89.3214,0.0082,0.4232,5.576,0.0246,6.5244,3.6983,5.6875,0.3127,2.3162,NELCHINA
4563.5,7.1626,7.2978,7.3023,7.6481,7.5316,130.7522,132.7737,0.2028,0.1712,100.4285,38.5941,127.2191,6.2968,-0.005,4.8584,4.3088,89.3214,0.0083,0.4209,5.3573,0.015,6.4002,3.7041,5.5625,0.3085,2.3154,NELCHINA
4563,7.252,7.2135,7.3223,7.6194,7.503,131.2436,133.2806,0.1985,0.154,99.0303,40.5535,127.1392,6.3044,-0.0036,5.9621,5.2694,89.3214,0.0083,0.392,4.9711,0.0124,7.1563,3.7104,5.8125,0.2988,2.3224,NELCHINA
4562.5,7.3407,7.4477,7.4479,7.7155,7.6713,129.6095,130.3568,0.189,0.1013,97.6028,42.3189,127.1354,6.2968,-0.0012,6.8152,6.1407,89.3214,0.0084,0.3805,4.6596,0.0253,8.7423,3.7127,5.5,0.2889,2.3381,NELCHINA
4562,7.068,7.3109,7.2953,7.4939,7.297,133.4413,137.043,0.182,0.0367,99.725,43.035,127.06,6.2968,-0.0003,7.2259,6.6172,89.3214,0.0084,0.3989,4.5539,0.0515,8.9014,3.7238,6.1875,0.3036,2.3498,NELCHINA
4561.5,6.3482,6.6197,6.5624,6.6315,6.6287,150.796,150.859,0.1845,0.0108,104.6892,40.4487,127.0803,6.2968,-0.0006,5.8469,5.3238,89.3214,0.0085,0.4051,4.6599,0.0499,8.0556,3.7199,6,0.3381,2.3456,NELCHINA
4561,5.4241,5.6655,5.5767,5.7176,5.8398,174.8986,171.2399,0.195,0.0331,107.8094,42.7179,126.9721,6.3044,-0.0022,4.8204,4.3118,89.3214,0.0085,0.4364,4.7721,0.0426,6.0357,3.7268,5.125,0.3598,2.3282,NELCHINA
4560.5,4.6489,4.8172,4.7386,4.8418,4.9594,206.5338,201.6356,0.211,0.0816,110.6474,45.0555,126.8816,6.3044,-0.0043,3.914,3.4663,89.3214,0.0086,0.4432,4.8215,0,5.0971,3.7291,4.4375,0.3795,2.3018,NELCHINA
4560,4.4358,4.6078,4.5047,4.6036,4.7464,217.2235,210.685,0.2168,0.1168,112.0989,45.9929,126.932,6.3197,-0.0048,3.8553,3.4137,89.3214,0.0087,0.4002,4.8487,0,4.7747,3.7364,4.3125,0.3896,2.2922,NELCHINA
4559.5,4.4977,4.6816,4.6215,4.752,4.9538,210.4393,201.8666,0.2143,0.1337,112.1571,43.3031,126.8958,6.3044,-0.0058,4.0679,3.6009,89.3214,0.0087,0.405,4.9808,0,4.8526,3.7406,4.8125,0.39,2.2965,NELCHINA
4559,4.4368,4.5999,4.5982,4.777,5.0147,209.3379,199.4126,0.2137,0.1285,112.5233,40.9656,126.8098,6.3349,-0.0083,3.9359,3.4847,89.3214,0.0088,0.4176,5.1448,0,4.8351,3.7432,3,0.3925,2.2974,NELCHINA
4558.5,4.2777,4.4367,4.4762,4.6414,4.9094,215.4531,203.6916,0.2131,0.1088,111.081,42.9248,126.7777,6.3349,-0.0094,3.3959,3.0093,89.3214,0.0088,0.4358,5.2296,0,4.2661,3.7468,3.3125,0.3825,2.2984,NELCHINA
4558,4.3855,4.5179,4.5535,4.7857,5.0547,208.9579,197.8352,0.2045,0.0815,110.7878,43.9578,126.6663,6.3426,-0.0058,3.3373,2.9577,89.3214,0.0089,0.4356,5.3002,0,4.6144,3.7503,1.75,0.3805,2.3126,NELCHINA
4557.5,4.7027,4.8277,4.9015,5.1683,5.3585,193.4866,186.6198,0.1977,0.0556,109.6141,43.9578,126.6587,6.3578,-0.0037,4.8795,4.3154,89.3214,0.0089,0.4186,5.428,0,4.9745,3.7527,3.375,0.3723,2.3237,NELCHINA
4557,4.8503,4.9759,5.0856,5.3648,5.5644,186.4008,179.7143,0.205,0.0833,108.1574,42.4589,126.4919,6.48,-0.0051,4.0731,3.6054,89.3214,0.009,0.3945,5.6164,0,5.2542,3.7525,4.4375,0.3622,2.3118,NELCHINA
4556.5,4.8463,5.0159,5.1661,5.4612,5.5946,183.1088,178.7449,0.2188,0.1191,108.5731,42.1569,126.5286,6.5411,-0.0093,3.6701,3.2507,89.3214,0.009,0.4063,5.6283,0,4.5839,3.7594,4.6875,0.3651,2.2889,NELCHINA
4556,4.9869,5.1248,5.2608,5.5543,5.6861,180.0416,175.8678,0.223,0.13,107.3296,43.4166,126.5063,6.5411,-0.01,3.7259,3.2999,89.3214,0.0091,0.4217,5.4592,0,4.841,3.7686,5.1875,0.3565,2.2821,NELCHINA
4555.5,5.1546,5.3058,5.4265,5.6897,5.7508,175.7562,173.8875,0.2162,0.1078,106.5483,44.6123,126.3781,6.5335,-0.0094,4.4477,3.9352,89.3214,0.0092,0.4266,5.1997,0,5.0337,3.7749,4.75,0.351,2.2932,NELCHINA
4555,5.3264,5.4176,5.56,5.768,5.8168,173.3713,171.9144,0.2074,0.0604,104.3782,44.0315,126.3169,6.4571,-0.0073,3.9552,3.5017,89.3214,0.0092,0.4061,5.0031,0,5.3147,3.778,6.375,0.336,2.3078,NELCHINA
4554.5,5.3779,5.4224,5.5282,5.6877,5.6214,175.8171,177.8908,0.2015,0.0321,105.2048,42.7718,126.2726,6.4571,-0.0061,4.2441,3.7561,89.3214,0.0093,0.3784,5.1318,0,5.2111,3.7815,6.4375,0.3417,2.3176,NELCHINA
4554,5.4117,5.3489,5.4116,5.5521,5.492,180.1124,182.0842,0.1943,0.0004,103.4477,42.0473,126.1908,6.5258,-0.004,4.4707,3.9555,89.3214,0.0093,0.3937,5.5207,0,5.0857,3.784,6.5,0.3295,2.3293,NELCHINA
4553.5,5.3564,5.4202,5.4615,5.6261,5.4692,177.7426,182.8405,0.1965,0.0342,98.1945,43.9943,126.1575,6.5182,-0.0065,3.9238,3.4741,89.3214,0.0094,0.4211,5.9384,0,4.6957,3.7874,5.8125,0.293,2.3258,NELCHINA
4553,5.9685,6.0184,6.043,6.2385,6.0557,160.2952,165.1333,0.192,0.081,95.5492,45.5613,126.1054,6.4342,-0.0095,3.5102,3.1099,89.3214,0.0094,0.3936,5.9206,0,5.1734,3.7942,4.875,0.2746,2.3333,NELCHINA
4552.5,6.4997,6.7083,6.6618,6.7224,6.4532,148.7574,154.9622,0.1721,0.1148,93.583,47.1345,126.0883,6.4571,-0.0093,5.9207,5.233,89.3214,0.0095,0.3225,5.6477,0,6.3702,3.7977,4.125,0.261,2.366,NELCHINA
4552,7.0616,7.086,7.0525,6.8702,6.6416,145.5559,150.5651,0.1538,0.0941,92.6052,48.3558,126.0024,6.4342,-0.0085,8.2112,7.2521,89.3214,0.0095,0.3175,5.4703,0,8.8628,3.8036,2.75,0.2542,2.3963,NELCHINA
4551.5,7.2804,7.1864,7.1111,7.1105,6.7439,140.638,148.2822,0.1405,0.062,94.4289,50.3851,125.9201,6.4342,-0.0065,6.1938,5.4737,89.3214,0.0095,0.3529,5.7049,0,8.0341,3.8052,2.625,0.2669,2.4182,NELCHINA
4551,7.576,7.4459,7.475,7.4206,6.9727,134.7593,143.4164,0.1386,0.0507,94.9901,53.3659,125.8152,6.4037,-0.0062,6.233,5.5083,89.3214,0.0096,0.3449,6.2756,0,7.9908,3.8104,4,0.2708,2.4212,NELCHINA
4550.5,8.1045,7.879,7.7889,7.7273,7.1797,129.4114,139.2813,0.1395,0.0372,91.4337,54.197,125.8382,6.4113,-0.0062,7.4436,6.5754,89.3214,0.0096,0.3456,7.0508,0,8.6213,3.8118,3.8125,0.2461,2.4199,NELCHINA
4550,8.8811,8.3737,8.2582,8.2067,7.5747,121.8511,132.0177,0.1382,0.0481,89.3955,56.5335,125.7861,6.4456,-0.0046,7.2838,6.4345,89.3214,0.0097,0.3279,7.4386,0,9.5244,3.8179,5.5,0.2319,2.422,NELCHINA
4549.5,9.6933,9.0588,8.7754,8.6805,7.9808,115.201,125.3011,0.1382,0.1071,88.9258,55.9125,125.8209,6.3884,-0.0028,8.7848,7.7583,89.3214,0.0097,0.3171,7.3087,0,10.6107,3.8242,4.625,0.2287,2.422,NELCHINA
4549,9.701,9.2604,8.9768,8.9354,8.1892,111.9147,122.1115,0.1355,0.1951,89.4302,56.789,125.717,6.354,-0.001,9.6206,8.4966,89.3214,0.0098,0.3114,6.6174,0,11.1056,3.8301,5.8125,0.2322,2.4265,NELCHINA
4548.5,9.0285,8.7778,8.4624,8.3839,7.6947,119.2756,129.9598,0.1448,0.2261,91.237,56.7613,125.7507,6.3197,-0.0025,7.8053,6.8943,89.3214,0.0098,0.3212,5.8426,0,9.7616,3.8349,4.8125,0.2447,2.411,NELCHINA
4548,8.4978,8.4113,8.054,7.998,7.4695,125.032,133.877,0.1579,0.1952,92.9185,55.2851,125.5652,6.3197,-0.0059,6.6262,5.8548,89.3214,0.0099,0.3712,5.195,0,8.4414,3.8438,5.1875,0.2564,2.3894,NELCHINA
4547.5,8.2175,8.0858,7.715,7.6773,7.33,130.2535,136.4261,0.1648,0.1458,93.9919,55.9582,125.5381,6.3197,-0.0065,5.8651,5.184,89.3214,0.0099,0.3572,4.7916,0,8.4991,3.8409,5.6875,0.2638,2.3781,NELCHINA
