DEPT,AHT10,AHT20,AHT30,AHT60,AHT90,AHTCO60,AHTCO90,DPHZ,DSOZ,DT,GR,HAZI,HCAL,HDRA,HMIN,HMNO,HTEM,ITT,NPOR,PEFZ,RSOZ,RXOZ,SDEV,SP,SPHI,RHOZ,TOP
2743.5,12.7726,13.7276,15.038,16.3947,16.8554,60.9953,59.3281,0.1131,0.2164,91.8875,46.9073,220.1547,6.5029,-0.0139,9.292,8.2071,84.6504,0.1844,0.3483,6.6313,0.0289,12.0033,0.6041,-4,0.2492,2.4634,MATANUSKA
2743,13.7142,14.0085,14.8048,15.8926,15.9588,62.9223,62.6613,0.1014,0.2376,85.3089,49.6096,219.8393,6.4571,-0.0121,8.4962,7.5232,84.6504,0.1845,0.2878,6.7707,0,14.4941,0.6115,-5,0.2035,2.4828,MATANUSKA
2742.5,15.4555,16.8862,17.8193,19.2635,19.3379,51.9116,51.7119,0.0752,0.1922,80.1695,45.2625,220.4741,6.4571,-0.0102,21.6653,19.1527,84.6504,0.1845,0.1865,6.3418,0.0039,20.5457,0.609,-3.3125,0.1678,2.526,MATANUSKA
2742,23.0623,27.2654,28.6841,29.9628,30.2092,33.3747,33.1025,0.0435,0.1946,74.3883,42.1891,219.6499,6.5487,-0.0016,25.6972,24.4802,84.6504,0.1845,0.1554,5.6268,0.0246,25.188,0.6119,-4.125,0.1277,2.5782,MATANUSKA
2741.5,26.0253,30.7034,31.9971,31.9784,32.6629,31.2711,30.6158,0.0398,0.2675,73.0566,44.8802,219.6462,6.6862,-0.0014,11.5809,10.7395,84.6504,0.1846,0.2294,5.1228,0.0732,17.8518,0.6091,-4.1875,0.1184,2.5844,MATANUSKA
2741,15.9157,17.2699,17.2835,18.4791,18.1196,54.1151,55.1888,0.0654,0.32,77.1917,46.9502,219.7385,6.6976,-0.0035,8.2551,8.2498,84.6504,0.1846,0.2812,5.0798,0.0918,12.4907,0.6111,-4.5625,0.1472,2.542,MATANUSKA
2740.5,11.7538,12.5242,12.6843,13.3087,13.3235,75.1389,75.0553,0.1063,0.3267,86.7903,49.7872,219.4072,6.5487,-0.0139,7.9227,7.566,84.6504,0.1847,0.3107,5.3623,0.089,12.7148,0.6137,-4.25,0.2138,2.4746,MATANUSKA
2740,9.8172,10.7769,10.9046,11.412,11.4764,87.6272,87.1356,0.1253,0.2968,90.4058,44.8191,219.6167,6.5258,-0.014,11.4827,10.3855,84.6504,0.1847,0.3047,5.6725,0.0227,14.6106,0.6119,-4.6875,0.2389,2.4433,MATANUSKA
2739.5,10.5461,11.0784,11.0427,11.5081,11.7956,86.8954,84.7774,0.1253,0.2667,91.2027,39.4282,219.4393,6.5144,-0.0081,16.9071,14.9379,84.6504,0.1848,0.2817,5.9049,0,19.3278,0.6154,-4.625,0.2445,2.4433,MATANUSKA
2739,12.8981,13.463,13.7721,14.2534,14.6248,70.1588,68.3772,0.1083,0.2314,91.151,31.6264,219.2894,6.5258,-0.0026,17.3116,15.296,84.6504,0.1848,0.2639,5.931,0,22.1933,0.6157,-8.25,0.2441,2.4713,MATANUSKA
2738.5,14.1303,14.738,15.0842,15.9506,15.8534,62.6936,63.0781,0.0596,0.2417,86.9148,30.5914,219.4086,6.5258,0.0141,18.4147,16.2721,84.6504,0.1848,0.2665,5.6945,0,27.9443,0.6145,-10.5625,0.2147,2.5516,MATANUSKA
2738,15.7772,16.1771,16.621,18.1073,17.6491,55.2262,56.66,0.0419,0.264,84.6203,30.3083,219.419,6.5487,0.0188,32.8411,32.1745,84.6504,0.1849,0.2215,5.4074,0.0487,29.2604,0.6147,-12.5625,0.1988,2.5809,MATANUSKA
2737.5,18.8666,19.1445,20.3564,21.4374,19.853,46.6476,50.3703,0.0575,0.2995,79.2154,36.9531,219.203,6.4571,0.0131,8.8042,9.5034,84.6504,0.1849,0.2433,5.3229,0.0879,18.4496,0.614,-10.1875,0.1612,2.5552,MATANUSKA
2737,21.1341,22.1669,23.3929,24.0506,23.5788,41.5789,42.411,0.1098,0.2839,79.0076,36.9531,219.5217,6.5487,-0.0044,6.6373,6.1172,84.6504,0.185,0.3252,5.4791,0.0919,11.2759,0.6146,-7.25,0.1598,2.4689,MATANUSKA
2736.5,16.6452,16.7325,16.6544,17.2804,17.2341,57.869,58.0247,0.1307,0.2442,82.831,45.1112,218.9746,6.5945,-0.0086,7.446,6.7063,84.6504,0.185,0.3171,5.616,0.0214,10.8148,0.6176,-5.5625,0.1863,2.4343,MATANUSKA
2736,12.427,12.4493,12.3498,13.068,13.5229,76.5227,73.9485,0.122,0.1913,85.1804,38.9392,219.0795,6.5945,-0.003,11.3361,10.0118,84.6504,0.185,0.2879,5.5043,0.0057,12.0389,0.62,-4.625,0.2026,2.4487,MATANUSKA
2735.5,10.8659,11.1165,10.9804,11.584,11.6899,86.3262,85.5442,0.088,0.1975,92.0876,42.8723,219.146,6.6174,0.0166,10.4912,9.3008,84.6504,0.1851,0.307,5.153,0,14.9046,0.6212,-5.6875,0.2506,2.5049,MATANUSKA
2735,11.1471,11.2002,11.1517,11.5722,11.795,86.414,84.7818,0.0752,0.2194,92.7296,40.5953,219.3818,6.5716,0.0204,10.7998,9.538,84.6504,0.1851,0.2725,4.8528,0,13.0695,0.6204,-5.625,0.2551,2.5258,MATANUSKA
2734.5,10.8493,10.9497,11.0345,11.5308,11.7599,86.7242,85.0346,0.0843,0.2347,92.1396,46.2692,218.987,6.5716,0.0156,7.9872,7.057,84.6504,0.1852,0.2938,4.7774,0,11.1827,0.6218,-5.1875,0.251,2.5109,MATANUSKA
2734,10.6036,10.6272,10.8229,11.1997,11.6096,89.288,86.1354,0.1068,0.1978,93.9201,44.6132,219.0997,6.5945,-0.0017,6.9724,6.1623,84.6504,0.1852,0.3523,4.855,0,9.4093,0.6237,-5,0.2633,2.4738,MATANUSKA
2733.5,9.562,9.7391,9.9031,10.6306,10.7738,94.0685,92.8177,0.1061,0.1574,95.2762,41.0834,219.5238,6.5487,-0.0056,8.0555,7.1172,84.6504,0.1853,0.3386,4.8829,0,10.8102,0.6227,-3.25,0.2728,2.4749,MATANUSKA
2733,9.3864,9.4299,9.6932,10.3369,10.092,96.7411,99.0888,0.0821,0.1339,89.7594,37.0769,219.1575,6.4113,-0.001,13.6454,12.0519,84.6504,0.1853,0.2487,4.7648,0,15.1655,0.6292,-3.6875,0.2344,2.5145,MATANUSKA
2732.5,11.7138,11.7258,12.1661,12.8795,12.3227,77.6425,81.1513,0.049,0.1546,82.5697,33.5484,219.1374,6.4113,0.0096,24.9097,22.2696,84.6504,0.1854,0.177,4.6447,0,29.9491,0.6319,-3.625,0.1845,2.5692,MATANUSKA
2732,17.7616,18.3111,18.037,18.3483,18.356,54.5008,54.4782,0.0448,0.1799,77.2293,33.9732,219.3667,6.4113,0.008,45.1147,39.9757,84.6504,0.1854,0.1736,4.6267,0,34.9624,0.635,-3.9375,0.1474,2.576,MATANUSKA
2731.5,27.0247,27.6548,28.1194,28.4654,26.3382,35.1304,37.9677,0.0584,0.2081,72.4613,36.5612,218.8042,6.5487,0.0031,22.8556,20.2084,84.6504,0.1854,0.2002,4.6602,0,24.5474,0.64,-4.875,0.1143,2.5536,MATANUSKA
2731,21.6558,22.1342,23.0442,22.2314,21.6905,44.9815,46.1031,0.093,0.197,74.5746,43.1947,219.5487,6.5487,-0.0093,13.6501,12.056,84.6504,0.1855,0.2764,4.7042,0,16.7464,0.6355,-5.0625,0.129,2.4965,MATANUSKA
2730.5,15.5571,16.0112,15.5795,15.4431,15.5282,64.7538,64.3988,0.1081,0.1963,83.285,48.2106,219.1865,6.6289,-0.0096,10.9002,9.6266,84.6504,0.1855,0.2976,4.695,0,11.664,0.6414,-6.5625,0.1895,2.4716,MATANUSKA
2730,12.1669,12.2166,12.0499,12.198,12.4215,81.9808,80.5057,0.1088,0.148,90.4654,51.7984,219.2172,6.6174,-0.0056,7.5316,6.6553,84.6504,0.1856,0.318,4.6724,0,10.1027,0.6433,-4.8125,0.2393,2.4705,MATANUSKA
2729.5,10.0451,10.3588,10.0862,10.2581,10.4989,97.4839,95.248,0.0999,0.0947,95.92,48.4863,219.133,6.6403,-0.0051,7.3371,6.4839,84.6504,0.1856,0.3643,4.6536,0,8.5579,0.647,-5,0.2772,2.4852,MATANUSKA
2729,9.0445,9.1027,8.8487,9.0815,9.4643,110.1141,105.6599,0.0788,0.047,99.1918,46.8314,219.0058,6.6518,0.001,7.3115,6.4613,84.6504,0.1857,0.3404,4.6556,0,10.5842,0.6538,-2.625,0.2999,2.5199,MATANUSKA
2728.5,8.5813,8.6866,8.5103,8.8386,9.2056,113.1406,108.6294,0.0664,0.0392,96.7645,47.2454,218.4674,6.6174,0.0036,11.0396,9.7498,84.6504,0.1857,0.3094,4.7703,0,12.4672,0.6526,-3.5,0.2831,2.5405,MATANUSKA
2728,9.1519,9.2011,9.1099,9.4346,9.9441,105.9934,100.5617,0.0629,0.0384,95.9757,51.0487,218.6241,6.5945,0.008,10.2274,9.1624,84.6504,0.1858,0.2881,4.9076,0,14.1409,0.6544,-3.6875,0.2776,2.5463,MATANUSKA
2727.5,9.7712,9.7694,9.6407,10.0046,10.4099,99.9536,96.0627,0.0746,0.0224,95.9461,52.2418,218.4314,6.6174,0.0047,8.3278,7.3572,84.6504,0.1858,0.3328,4.9052,0,10.6722,0.6581,-3.1875,0.2774,2.5269,MATANUSKA
2727,9.4605,9.5464,9.5074,9.8541,10.2858,101.4807,97.221,0.0816,0.0115,95.7794,52.2591,218.9389,6.6403,0.002,7.1658,6.3329,84.6504,0.1859,0.3619,4.7015,0,10.6036,0.6547,-3.5,0.2762,2.5153,MATANUSKA
2726.5,9.2072,9.4366,9.4279,9.7828,10.0725,102.22,99.2805,0.0739,0.0163,93.582,49.6978,218.6007,6.606,0.006,11.3507,10.0247,84.6504,0.1859,0.2874,4.4935,0,14.0024,0.658,-3.875,0.261,2.5281,MATANUSKA
2726,9.8857,10.1112,10.1133,10.5479,10.8105,94.8059,92.503,0.0767,0.0489,92.5218,49.4908,219.0134,6.5945,0.0026,21.4103,19.601,84.6504,0.1859,0.2713,4.5522,0,18.8298,0.6575,-3.625,0.2536,2.5235,MATANUSKA
2725.5,10.8222,11.0618,11.1277,11.5221,11.7242,86.7895,85.2937,0.0858,0.1202,93.338,46.561,218.7356,6.5945,-0.0007,10.762,9.5115,84.6504,0.186,0.3049,4.8404,0,15.1835,0.6598,-5.0625,0.2593,2.5084,MATANUSKA
2725,10.6865,10.9547,11.0973,11.5668,11.698,86.4545,85.4848,0.0978,0.2056,93.2818,47.484,218.0902,6.6174,-0.0118,9.1427,8.0755,84.6504,0.186,0.323,5.2395,0,12.2358,0.6636,-5.75,0.2589,2.4886,MATANUSKA
2724.5,10.2327,10.2202,10.4511,11.0249,11.0706,90.7036,90.329,0.0882,0.2535,93.85,45.8143,218.2269,6.6174,-0.0128,8.9547,7.9099,84.6504,0.1861,0.3397,5.5436,0,11.5093,0.6636,-3.125,0.2628,2.5044,MATANUSKA
2724,10.2543,10.5804,10.8285,11.6337,11.624,85.957,86.0287,0.0635,0.2333,90.1569,44.0304,218.34,6.5716,-0.0093,9.8401,8.6904,84.6504,0.1861,0.291,5.5685,0,16.1731,0.6591,-5.625,0.2372,2.5453,MATANUSKA
2723.5,12.787,12.9755,13.4184,14.4242,14.119,69.3278,70.8266,0.0478,0.1458,81.5408,39.3711,218.2435,6.5029,-0.0047,51.603,45.7452,84.6504,0.1862,0.1927,5.3899,0,29.4427,0.66,-3.9375,0.1774,2.5711,MATANUSKA
2723,17.9239,20.7997,21.2572,22.3351,22.8637,44.7725,43.7375,0.0464,0.0981,71.9551,41.4549,218.4091,6.5029,-0.0035,52.6715,46.6953,84.6504,0.1862,0.1706,5.2226,0.0028,47.6645,0.6564,-6.25,0.1108,2.5735,MATANUSKA
2722.5,33.6561,33.7007,32.254,31.966,33.0929,31.2833,30.2179,0.0798,0.1177,71.7174,40.5082,218.4856,6.5258,-0.0125,17.6265,16.1068,84.6504,0.1862,0.2163,5.2521,0.0218,18.1248,0.6585,-4.6875,0.1091,2.5183,MATANUSKA
2722,24.2106,27.1714,26.5074,27.8403,28.4538,35.9191,35.1447,0.1125,0.1696,81.4641,45.058,218.043,6.5945,-0.0182,8.1099,7.2668,84.6504,0.1863,0.3265,5.3215,0.0156,12.2607,0.6569,-6.3125,0.1768,2.4643,MATANUSKA
2721.5,15.5187,15.3178,15.1143,16.4035,16.6071,60.9624,60.2153,0.1155,0.2004,87.8308,43.609,217.9137,6.7091,-0.0118,9.6581,8.5299,84.6504,0.1863,0.3306,5.2555,0,12.0391,0.6575,-3.25,0.221,2.4595,MATANUSKA
2721,11.6125,12.1519,12.0868,12.3644,12.7436,80.8773,78.4709,0.0936,0.1965,89.8562,47.6144,217.6396,6.6862,0.0025,19.6743,17.3867,84.6504,0.1864,0.2579,5.1544,0.0384,14.158,0.6572,-4.625,0.2351,2.4955,MATANUSKA
2720.5,12.6019,13.811,13.3311,13.4364,13.9999,74.4247,71.4291,0.0832,0.1663,91.0834,47.2149,217.5517,6.6518,0.0081,7.2855,7.2361,84.6504,0.1864,0.2549,5.0468,0.0474,12.9218,0.6526,-8.125,0.2436,2.5127,MATANUSKA
2720,13.9685,14.7422,14.4545,15.0305,15.5596,66.5316,64.2689,0.0896,0.1122,89.6973,49.2849,217.7841,6.6862,0.0049,7.563,6.683,84.6504,0.1865,0.3126,4.8733,0.0556,10.4426,0.6543,-9.75,0.234,2.5021,MATANUSKA
2719.5,11.7672,12.3242,12.1181,12.4061,13.0395,80.6055,76.6903,0.0959,0.0522,89.112,52.3583,218.2739,6.6976,-0.0005,8.4137,7.4329,84.6504,0.1865,0.2946,4.7058,0,10.5025,0.6507,-8.75,0.2299,2.4917,MATANUSKA
2719,10.1038,10.5697,10.5043,10.8939,11.3994,91.7943,87.724,0.0946,0.0189,92.5788,56.4984,218.3017,6.7091,-0.0008,8.209,7.2525,84.6504,0.1866,0.2945,4.6371,0,10.2514,0.6504,-7.3125,0.254,2.4939,MATANUSKA
2718.5,10.4504,10.9076,10.9925,11.9181,12.4632,83.9058,80.236,0.091,0.0232,93.9061,55.1865,217.6115,6.6862,0.0001,7.987,7.0568,84.6504,0.1866,0.3208,4.6119,0,10.3467,0.6542,-6.375,0.2632,2.4998,MATANUSKA
2718,10.5141,10.9397,11.13,12.0664,12.1993,82.8749,81.9716,0.0977,0.0287,93.8142,52.9227,217.7334,6.6862,-0.0014,8.0131,7.0798,84.6504,0.1867,0.3103,4.5296,0,11.0921,0.6539,-6.75,0.2626,2.4888,MATANUSKA
2717.5,10.5613,10.9813,11.2483,12.2436,12.1743,81.6753,82.1402,0.106,0.0899,93.6704,52.0775,217.3871,6.732,-0.0027,10.7302,9.4765,84.6504,0.1867,0.3048,4.4205,0,12.7641,0.6511,-6.4375,0.2616,2.4751,MATANUSKA
2717,11.445,11.8267,12.0311,12.9248,13.0631,77.3705,76.5518,0.1199,0.1422,92.6596,51.3847,217.3397,6.732,-0.0055,11.9556,10.559,84.6504,0.1867,0.2795,4.3961,0,14.626,0.6521,-7.3125,0.2546,2.4521,MATANUSKA
2716.5,13.0727,13.9425,14.1342,15.0792,15.2662,66.3167,65.504,0.1226,0.1452,91.4962,48.4729,217.5387,6.732,-0.0049,11.246,9.9321,84.6504,0.1868,0.257,4.3369,0,14.306,0.6531,-10.0625,0.2465,2.4478,MATANUSKA
2716,14.502,15.8431,16.4969,17.5657,18.4751,56.9291,54.127,0.12,0.0909,90.7191,44.0304,217.8464,6.7091,-0.0039,11.2422,9.9288,84.6504,0.1868,0.274,4.2064,0,14.2442,0.6503,-11.125,0.2411,2.452,MATANUSKA
2715.5,14.8553,16.0391,16.5476,17.1128,18.286,58.4359,54.6865,0.1082,0.0312,89.9994,41.2741,217.9884,6.7091,-0.0018,11.4014,10.0695,84.6504,0.1869,0.28,4.0152,0,14.2879,0.6502,-10.4375,0.2361,2.4715,MATANUSKA
2715,14.7001,15.1292,15.6539,16.4741,17.3205,60.7012,57.7349,0.1044,0.0166,89.9178,37.9386,217.8622,6.732,-0.0003,11.387,10.0567,84.6504,0.1869,0.2846,3.9026,0,14.1617,0.6509,-9.1875,0.2355,2.4777,MATANUSKA
2714.5,14.8331,15.1005,15.7919,16.7726,17.4928,59.621,57.1664,0.1041,0.0096,90.0577,38.4653,217.6343,6.7091,0.0004,10.9836,9.7003,84.6504,0.187,0.2809,3.845,0,13.9802,0.6548,-10.5625,0.2365,2.4782,MATANUSKA
2714,15.1701,15.227,15.8399,16.8646,17.4545,59.2957,57.2918,0.1137,0.0188,89.8696,38.6603,217.2677,6.7091,-0.0015,11.0383,9.7487,84.6504,0.187,0.2986,3.8595,0,13.1551,0.6566,-10.8125,0.2352,2.4623,MATANUSKA
2713.5,15.3774,15.0045,15.5653,16.6093,17.1213,60.2071,58.4069,0.1175,0.0369,90.3788,43.6425,217.5679,6.7091,-0.0042,9.8809,8.7263,84.6504,0.1871,0.2964,3.8748,0,13.3439,0.6561,-10.125,0.2387,2.4561,MATANUSKA
2713,14.6747,14.4695,14.9846,16.0403,16.4898,62.3429,60.6437,0.1187,0.0771,90.6913,44.4562,217.6062,6.732,-0.0054,10.4471,9.2264,84.6504,0.1871,0.2794,3.9387,0,12.065,0.6564,-10.75,0.2409,2.4542,MATANUSKA
2712.5,13.4775,13.6794,14.1153,15.0154,15.3848,66.5984,64.9991,0.119,0.137,91.7966,49.4362,218.0813,6.6976,-0.0061,8.6761,7.6642,84.6504,0.1872,0.2863,4.1546,0,11.8927,0.6535,-7.3125,0.2486,2.4537,MATANUSKA
2712,12.4467,12.9256,13.2803,14.0163,14.4606,71.3454,69.1536,0.1251,0.1988,92.5912,46.3454,218.0538,6.6862,-0.008,8.7735,7.7501,84.6504,0.1872,0.3097,4.4887,0,10.5851,0.658,-5.3125,0.2541,2.4435,MATANUSKA
2711.5,11.8676,12.4622,12.7453,13.3983,13.8101,74.6361,72.4106,0.1229,0.2058,91.8953,44.7037,218.3627,6.6976,-0.0069,8.8349,7.8043,84.6504,0.1872,0.3094,4.7976,0,11.5735,0.6569,-4.6875,0.2493,2.4472,MATANUSKA
2711,11.7894,12.4759,12.7799,13.4894,13.9285,74.1325,71.7951,0.1161,0.1357,91.2748,40.1408,217.7851,6.732,-0.0032,10.9576,9.6773,84.6504,0.1873,0.2785,4.9052,0,12.6881,0.6646,-4.3125,0.245,2.4585,MATANUSKA
2710.5,12.4176,13.0987,13.512,14.2838,14.7908,70.0095,67.6095,0.1063,0.0526,90.4693,37.6656,217.5768,6.7434,0.0009,12.4155,10.9653,84.6504,0.1873,0.2784,4.8233,0,14.4309,0.6606,-6.6875,0.2394,2.4746,MATANUSKA
2710,13.5037,13.7369,14.2636,15.2301,15.7546,65.6595,63.4737,0.097,0.0134,90.0105,36.6306,217.5967,6.7549,0.0035,12.011,10.6079,84.6504,0.1874,0.2852,4.6524,0,14.766,0.6623,-9,0.2362,2.4899,MATANUSKA
2709.5,14.5105,14.713,15.5973,16.9629,17.4721,58.9522,57.2342,0.0863,0.0103,89.0888,36.6306,217.5688,6.7549,0.0031,12.7455,11.2568,84.6504,0.1874,0.2692,4.4954,0,18.7163,0.6622,-11.4375,0.2298,2.5076,MATANUSKA
2709,15.9194,16.5903,17.0996,18.8334,19.1215,53.0971,52.297,0.0724,0.0177,85.8457,39.9426,217.9663,6.6174,0.0019,23.5958,20.8648,84.6504,0.1875,0.2175,4.5664,0,27.0982,0.665,-11.8125,0.2073,2.5306,MATANUSKA
2708.5,18.8085,19.6507,21.1795,23.265,23.5738,42.9829,42.4199,0.072,0.0465,80.2439,40.7706,218.0578,6.5029,0.0004,46.9397,41.5983,84.6504,0.1875,0.1852,4.7965,0,53.0717,0.6636,-9.3125,0.1684,2.5313,MATANUSKA
2708,26.035,28.4191,29.8852,31.7465,32.2164,31.4995,31.0401,0.0821,0.131,76.0201,42.1891,217.9778,6.5029,-0.0025,37.7152,33.3973,84.6504,0.1875,0.1705,5.097,0,30.9448,0.6631,-7,0.139,2.5146,MATANUSKA
2707.5,29.176,30.9058,31.919,33.1289,33.3925,30.1852,29.9469,0.0985,0.2165,76.638,43.6381,217.6728,6.5258,-0.004,13.4729,11.9131,84.6504,0.1876,0.2455,5.1839,0,20.7529,0.6679,-6.625,0.1433,2.4875,MATANUSKA
2707,20.6379,21.2009,21.164,22.3635,22.922,44.7156,43.6261,0.1094,0.2581,80.8724,48.6234,217.3539,6.732,-0.0074,12.3654,10.921,84.6504,0.1876,0.3181,5.0495,0,14.7212,0.6703,-6.75,0.1727,2.4696,MATANUSKA
2706.5,14.7319,15.2029,15.4706,16.3184,16.9845,61.2805,58.8774,0.1142,0.2344,86.829,54.8729,217.3432,6.8007,-0.0085,9.5251,8.4126,84.6504,0.1877,0.3032,4.7725,0,11.7806,0.6694,-6.375,0.2141,2.4616,MATANUSKA
2706,12.465,12.973,12.915,13.498,13.85,74.085,72.2021,0.1181,0.1991,91.0491,58.7877,217.4812,6.961,-0.0091,7.1094,6.2832,84.6504,0.1877,0.3221,4.5342,0,10.295,0.67,-7.125,0.2434,2.4552,MATANUSKA
2705.5,10.708,10.7302,10.7648,11.2186,11.5672,89.1376,86.4516,0.12,0.1744,92.8775,59.5175,217.3143,6.8007,-0.0094,8.4487,7.4638,84.6504,0.1878,0.3073,4.4444,0,10.167,0.6678,-4,0.2561,2.452,MATANUSKA
2705,10.0475,10.4046,10.3771,10.8114,11.0546,92.4953,90.4603,0.1202,0.1664,92.6549,56.3958,217.6111,6.6518,-0.0084,9.4796,8.3726,84.6504,0.1878,0.2933,4.4875,0,11.831,0.6674,-4.5625,0.2545,2.4517,MATANUSKA
2704.5,11.0516,11.7585,11.7539,12.2968,12.4052,81.3223,80.6112,0.1049,0.1619,91.8506,54.4693,217.7679,6.6174,-0.0058,10.5464,9.3141,84.6504,0.1879,0.2752,4.4912,0,11.4224,0.6644,-4.25,0.249,2.477,MATANUSKA
2704,11.6432,12.2732,12.1976,12.7881,12.9426,78.1978,77.2641,0.0893,0.1532,93.0799,53.4983,217.5643,6.6174,-0.0057,8.5098,7.5177,84.6504,0.1879,0.2928,4.4703,0,10.9515,0.6747,-5.1875,0.2575,2.5027,MATANUSKA
2703.5,10.8533,11.1823,11.37,12.0468,12.1036,83.0099,82.6203,0.0733,0.1392,92.7051,55.1196,217.817,6.6633,-0.0017,9.3483,8.2569,84.6504,0.1879,0.3206,4.4336,0,11.1261,0.6716,-4.1875,0.2549,2.529,MATANUSKA
2703,10.0478,10.5759,10.8766,11.5544,11.6732,86.5472,85.6665,0.0771,0.1011,93.3203,54.5802,217.386,6.732,-0.002,10.4102,9.1938,84.6504,0.188,0.2901,4.5236,0,11.6003,0.6765,-5.9375,0.2592,2.5228,MATANUSKA
2702.5,10.4617,10.8534,10.9678,11.7465,11.7324,85.1315,85.2343,0.0875,0.0794,93.5871,58.1313,217.4666,6.732,-0.0016,8.2969,7.3299,84.6504,0.188,0.2805,4.5969,0,11.0072,0.673,-5.6875,0.261,2.5057,MATANUSKA
2702,10.8957,11.2918,11.2899,11.9325,12.0858,83.8048,82.7418,0.104,0.0862,92.4519,57.9757,217.6076,6.7091,-0.0069,7.9543,7.028,84.2911,0.1881,0.3021,4.6481,0,9.5592,0.6749,-5.75,0.2531,2.4784,MATANUSKA
2701.5,10.5686,11.0085,11.1034,11.672,11.9122,85.675,83.9476,0.1111,0.1221,93.5846,63.9573,218.5346,6.6403,-0.0086,6.772,5.9858,84.6504,0.1881,0.3388,4.6495,0,8.5293,0.6747,-4.5,0.261,2.4667,MATANUSKA
2701,9.5523,9.9101,9.9697,10.4689,10.716,95.5211,93.3186,0.1088,0.114,96.7203,68.0039,218.1202,6.6174,-0.0072,6.0467,5.3464,84.6504,0.1882,0.3754,4.6403,0,7.5699,0.681,-2.8125,0.2828,2.4705,MATANUSKA
2700.5,8.5414,8.7484,8.8454,9.2773,9.569,107.7905,104.504,0.103,0.0721,99.1712,67.3655,218.0318,6.5945,-0.0053,5.9026,5.2194,84.6504,0.1882,0.3487,4.6218,0,7.9075,0.6823,-3.5,0.2998,2.4801,MATANUSKA
2700,8.0805,8.3991,8.4689,8.8739,9.1898,112.69,108.8168,0.0917,0.0249,98.2092,65.4733,217.9236,6.6174,-0.0021,7.4863,6.6154,84.6504,0.1883,0.3146,4.5388,0,8.56,0.6849,-1.9375,0.2931,2.4987,MATANUSKA
2699.5,8.4385,9.0176,9.0167,9.434,9.7838,105.9993,102.2096,0.083,0.0216,97.6251,65.3207,217.9616,6.6403,0.0009,6.9481,6.141,84.2911,0.1883,0.3077,4.4902,0,8.2338,0.6852,-2.0625,0.2891,2.513,MATANUSKA
2699,8.8446,9.4101,9.4507,9.9579,10.4691,100.4227,95.5188,0.081,0.0182,98.6421,65.9591,218.9506,6.7091,0.0023,5.4091,4.785,84.2911,0.1884,0.3592,4.4221,0,7.1927,0.6819,-2.25,0.2961,2.5163,MATANUSKA
2698.5,7.8059,8.2567,8.3309,8.7456,9.2605,114.3427,107.9859,0.0967,0.0477,99.5357,64.0452,218.3173,6.7091,-0.0022,5.3773,4.757,84.2911,0.1884,0.3706,4.4609,0,6.6433,0.6901,-3.3125,0.3023,2.4904,MATANUSKA
2698,6.9132,7.3218,7.4345,7.8323,8.2212,127.676,121.6364,0.1176,0.1104,102.9161,59.1012,218.7777,6.6862,-0.011,5.4222,4.7966,84.2911,0.1885,0.3853,4.4916,0,6.735,0.6881,-3,0.3258,2.4559,MATANUSKA
2697.5,6.6121,6.926,6.9789,7.3675,7.783,135.7309,128.4846,0.1197,0.145,106.2276,63.6552,218.6513,6.6403,-0.0122,5.442,4.814,84.6504,0.1885,0.3626,4.4842,0,6.7076,0.6893,-2.4375,0.3488,2.4525,MATANUSKA
2697,6.582,6.8794,6.9895,7.4323,7.8473,134.5474,127.4326,0.113,0.1251,106.5284,64.6009,219.1328,6.6403,-0.0111,5.3663,4.7473,84.6504,0.1886,0.3549,4.4249,0,6.786,0.6911,-2.8125,0.3509,2.4635,MATANUSKA
2696.5,6.6445,6.9374,7.0596,7.4793,7.8777,133.7019,126.9411,0.1014,0.0562,105.8701,65.4289,218.658,6.6403,-0.0059,5.5313,4.8927,84.2911,0.1886,0.3886,4.3464,0,6.7438,0.6962,-3.4375,0.3463,2.4828,MATANUSKA
2696,6.84,7.1729,7.2879,7.6501,8.0496,130.7166,124.2303,0.0997,0.0193,105.3381,62.9011,218.9411,6.6633,-0.0048,5.6334,4.9825,84.2911,0.1887,0.3823,4.2559,0,7.2117,0.6973,-2.8125,0.3426,2.4854,MATANUSKA
2695.5,7.2873,7.6346,7.8096,8.2966,8.7476,120.5314,114.3173,0.1007,0.0059,102.6547,58.6625,218.6943,6.6862,-0.003,6.3875,5.6468,84.2911,0.1887,0.3307,4.166,0,7.9593,0.6936,-3.8125,0.324,2.4839,MATANUSKA
2695,7.8874,8.3782,8.6229,9.3055,9.692,107.4633,103.1779,0.109,0.0164,98.4963,53.0586,218.5682,6.6862,-0.004,7.7765,6.8713,84.2911,0.1888,0.2666,4.1474,0,9.1261,0.6959,-3,0.2951,2.4701,MATANUSKA
2694.5,8.5721,9.1925,9.5234,10.2698,10.6476,97.3731,93.9177,0.1159,0.0164,96.2869,49.5313,218.8369,6.6862,-0.0044,8.1341,7.1865,84.2911,0.1888,0.2612,4.2309,0,10.2785,0.6923,-4.625,0.2798,2.4588,MATANUSKA
2694,9.3368,9.9823,10.3616,11.2088,11.4189,89.2158,87.5744,0.1155,0.0187,93.8538,47.9443,218.8893,6.6403,-0.0034,9.1923,8.1193,84.2911,0.1889,0.2822,4.2892,0,10.78,0.6947,-4.875,0.2629,2.4594,MATANUSKA
